V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V14,V16,V17,V18,V19,V20,V21,V23,V24,V25,V26,V27,V28,Amount_scaled,Time_sacled
2.05223366534504,0.0698253888546442,-1.81486278148159,0.236258705454538,0.581183404173714,-0.396550310749308,0.0490666477290192,-0.0475341922730298,0.315957356115444,-0.197071197221725,0.79702411124924,0.521995465259538,-0.584833628588962,0.618188825312355,0.138325717140643,0.334023617743776,0.456609278840605,-0.160820266433995,-0.33690986689798,0.295455517088335,0.17469215685114,-0.262522384512761,0.173880367414614,-0.0695946305960967,-0.0444636258316885,-0.27840356000556243,0.7096273793749798
1.93872574666952,-1.23491742688067,-0.439902476957008,-0.695940406149764,-1.31967415553767,-0.842357120528819,-0.766536759403644,-0.196782841634453,0.0048085820076582,0.646670514255805,-0.629531720690658,-0.140394108949424,-0.507292578251843,1.24660145122842,0.106242896639851,-1.55227571858563,0.577317265245777,0.222595379395056,0.0302611340591188,0.283463734669569,0.0366789439450752,-0.526778651351928,-0.501176240354887,-0.0057790914559069,-0.0192241771543092,1.4184397163120566,0.6667802675300333
-1.96628445518151,1.26999294001528,1.22195101974085,0.303825648176825,-1.27662890682119,0.153482507470934,-0.99658913846924,1.41900974326789,-0.237408822431425,-1.25198859124189,-0.935125721455557,1.22748650686954,0.211310287415291,0.0536197932503481,0.562515442358949,-0.530158063583542,-0.212996563394088,-0.379307239360345,0.191518938421934,-0.0571123957362041,0.156838296401788,-0.292261246139607,0.274212456296776,-0.460984488234722,-0.131712937850462,0.07578918092059517,-0.32781096032881574
-1.21936272688565,-0.0043798778230955,-0.139642852604734,-1.30718865829929,-0.363384984116435,-2.01537106476807,0.236604858973301,0.0810795277016459,-1.33108171176759,0.553147816296517,-0.62728187595873,-0.0673025684761824,0.492381113729249,-1.42045823588925,0.0627891552651088,0.692286929783552,-1.43778105372607,-0.329706145913064,-0.218043139490358,0.155884458076417,0.742246049209756,-0.985886935164794,0.724682803687248,0.39094089532571,0.214394744215934,0.38589904046725065,-0.2743989681907789
1.9152802586088,-0.196954957904787,-0.287421917765143,1.59882844169904,-0.47001970312629,-0.302785857213663,-0.276906216117194,0.0183690813672818,1.25890864208652,-0.0036797282281876,-1.34890327506893,0.464574416983402,-0.15219792999219,-0.459356121640454,0.0398251735441501,-0.906525941057263,0.141951178453277,-0.325889947883201,-0.521791406856301,0.447248964582446,-0.112690502690685,-0.354294636338092,-1.10082987498325,0.0534662135055356,-0.0310319846085389,-0.1303017660965095,0.3977695058068648
-0.402110255946003,1.02050367644291,1.14585213140643,-0.180504839009306,0.416286343379624,0.0027268157223424,0.526941035077104,0.237398111870314,-0.624011415634586,-0.385465894503553,1.40032759291158,0.539991733461352,-0.207141263620665,0.386597965150125,-0.0785345075724367,0.0256878927233471,-0.0360055962090249,0.0993761723631092,-0.206770918600649,-0.0355816362755457,-0.361957878763719,-0.222391367509016,0.104725052527692,0.257107965943552,0.0811603100795501,-0.24405506883604502,-0.41469211717733195
1.18697089208134,-1.29644285794943,1.12037563671089,-0.51771451875195,-1.5300237128632,0.759738184490852,-1.48827039735068,0.358360411412801,0.303276113405064,0.474863694323613,-0.0506624113010328,0.084025451816294,-0.981362735061704,1.24171508574064,0.165981245041841,-0.451302155755627,1.40174354182762,0.224483334290392,0.214030075830458,-0.256665484715307,-0.439627918410018,0.481243825753271,-0.0454433299692096,0.0557850573921487,0.0224069440197004,0.8598247809762202,-0.069306319831479
-0.771942580971247,0.173005834741591,1.45273338000692,-2.61219959485386,0.188769833827568,0.162394000527193,0.135997213648076,0.213793474788045,-1.24883795917638,-0.0767701957870376,0.42145565686281,-0.186041043400678,-0.487938693139404,1.53546266647846,-0.460826344248877,-0.642496245840157,0.407241858215847,0.288142719977932,0.198878665362591,-0.459297327030244,0.376423446007485,0.824756349207231,-0.152196229517162,0.24231599083658,0.102136398927401,-0.08621888471700735,0.33439197586177516
2.04761217449815,-1.41113812469083,0.443864728928338,-0.630172201192843,-1.59939459003639,0.637799548289846,-1.85718467018054,0.262035578229368,1.02372158807595,0.441136717321869,-1.22001022069085,0.41240606313464,-1.62837674163919,1.05310288742478,0.290841755606695,-1.09330258999388,0.561146675639063,0.107412487141821,0.364830863249256,0.147808295287937,0.697216115988753,-0.262428136397151,-0.055672454624154,0.0807528521264973,-0.0207996354253033,0.11820330969267137,0.9919059384851325
1.19392453691244,0.363642407710296,0.678336466549131,1.18079419768736,-0.532347837598889,-1.06578954461634,0.14315357548837,-0.209132337003192,-0.0182476964897964,-0.0316738974882119,0.0185728071536634,0.52010575393599,0.306888784213248,0.124130731445488,-0.37865116852446,-0.473677458525369,-0.41503378017946,-0.120725541071386,-0.202005776706161,0.134708536802358,0.681574188743915,0.332094987054971,-0.652726005305074,0.0254276454690744,0.0348180827046276,-0.16701432345988038,-0.43516377621021646
